sample_id,recording_id,person_id,session_id,camera_angle,label,timestamp_ms,pose_confidence,quality_status,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,shoulder_slope,head_center_x,head_center_y,head_center_z,shoulder_midpoint_x,shoulder_midpoint_y,shoulder_midpoint_z,head_to_shoulder_x_offset,head_to_shoulder_y_offset,head_to_shoulder_z_offset,nose_to_shoulder_y_offset,nose_to_shoulder_z_offset,face_tilt_proxy,head_drop_proxy,side_lean_proxy,upper_body_confidence
rec_1779903728677_c1252a27-71a1-4a51-ac8d-b56f2baf1887_sample_00076,rec_1779903728677_c1252a27-71a1-4a51-ac8d-b56f2baf1887,P001,S001,front,good_posture,1779903743686,0.999590685734382,valid,-0.022912517027821717,-1.1113010353019426,-2.867528694080199,0.9998795390129089,0.03551377123171349,-1.2929546280904856,-2.6777052484163972,0.9997968077659607,0.07920278587604977,-1.2871579782705564,-2.6774234220122324,0.9998069405555725,0.11794207245111908,-1.2830840986383705,-2.6758238749532497,0.9997426867485046,-0.09170906033004657,-1.2919904811329186,-2.6844845704208913,0.9998347163200378,-0.1345880518315935,-1.284723277535439,-2.6843846556720012,0.999859631061554,-0.17201523605839344,-1.2746252066681076,-2.684172982176632,0.9998297691345215,0.1795099051480278,-1.1815754589571494,-1.5975065507827009,0.999696671962738,-0.21750385502867747,-1.1549620343365976,-1.6188596081279945,0.9998561143875122,0.06865373202360579,-0.8960777571936049,-2.466543170788981,0.9999010562896729,-0.0957572779674567,-0.8964413527349695,-2.4748262249488864,0.9999013543128967,0.499980540214927,-0.0044112817173444,-0.9915681656000058,0.9984443187713623,-0.499980540214927,0.0044112817173444,-1.1060925614391965,0.9981293082237244,0.0088225634346888,-0.01899697494032483,-1.1682687466468735,-1.6081830794553476,0,0,-1.0488303635196012,-0.01899697494032483,-1.1682687466468735,-0.5593527159357463,-1.1113010353019426,-1.818698330560598,0.0024347007351175343,-1.1113010353019426,0.0088225634346888,0.999590685734382
rec_1779902170351_c19aa811-f149-48cc-bba3-61376460587d_sample_00026,rec_1779902170351_c19aa811-f149-48cc-bba3-61376460587d,P001,S001,front,forward_lean,1779902175358,0.9974129245831416,valid,-0.010844404863936098,-1.047645093954793,-2.9982549170248145,0.9993369579315186,0.05794531587096247,-1.2568659354711278,-2.845518815313425,0.9992889761924744,0.10072880805278422,-1.2495748598752368,-2.8468282310928847,0.9993601441383362,0.1450592058355774,-1.2394992333815544,-2.8470199258809847,0.9992937445640564,-0.0920738631609461,-1.2490744081831642,-2.845952142187366,0.9992256760597229,-0.15166263678718045,-1.2402406267820796,-2.847615951692725,0.9992167949676514,-0.2027228908807754,-1.231958658274171,-2.8476428764108612,0.9990658164024353,0.22906720299395744,-1.112324778759589,-1.8078621553456249,0.9991996884346008,-0.2696931220092948,-1.1048742143009675,-1.8323290149175504,0.9991350173950195,0.08072201653388264,-0.8188306445949127,-2.5869115001281107,0.999292254447937,-0.09528889312595233,-0.8290971029049601,-2.598855489194106,0.999110221862793,0.4987333283708045,-0.035567782784133514,-1.1934221376582415,0.9928767681121826,-0.4987333283708045,0.035567782784133514,-1.196943637652122,0.981965959072113,0.07113556556826703,-0.020312959507668676,-1.1085994965302781,-1.8200955851315876,0,0,-1.1951828876551818,-0.020312959507668676,-1.1085994965302781,-0.6249126974764059,-1.047645093954793,-1.8030720293696327,0.009334233093157174,-1.047645093954793,0.07113556556826703,0.9974129245831416
rec_1779165198446_b8577307-c65a-40d5-8e27-a62700544045_sample_00012,rec_1779165198446_b8577307-c65a-40d5-8e27-a62700544045,P001,S001,front,good_posture,1779165200650,0.9989607150738056,valid,-0.027934618406085663,-0.8855598583228715,-2.7881906502130245,0.9995602369308472,0.0456538389547154,-1.0670030982025398,-2.6167273087268597,0.9994257688522339,0.08708483169999331,-1.0645256130910135,-2.6165927742126325,0.9994257092475891,0.12680608296160312,-1.0599973094702253,-2.6160182477728267,0.9993406534194946,-0.07516673940485262,-1.0673323874421252,-2.637807201440892,0.9994827508926392,-0.11345026515775138,-1.0664608600461487,-2.637902785010048,0.9995015263557434,-0.1494546481115278,-1.0636369165284594,-2.638311001164647,0.9994623064994812,0.18652480067420346,-0.9867836268276293,-1.5071171298684765,0.9992724657058716,-0.19280230923616656,-0.9986685339425939,-1.6120649418551596,0.9995396137237549,0.05524858425320187,-0.7029119579643778,-2.3575861586532305,0.9995639324188232,-0.10125836309413055,-0.7052141638230819,-2.393342101204067,0.9995815753936768,0.49860310391849777,-0.03734895932739852,-0.8918432607778389,0.9968819618225098,-0.49860310391849777,0.03734895932739852,-1.001189262290836,0.9954507946968079,0.07469791865479704,-0.003138754280981551,-0.9927260803851117,-1.5595910358618181,0,0,-0.9465162615343374,-0.003138754280981551,-0.9927260803851117,-0.6130747743274807,-0.8855598583228715,-1.841674388678687,-0.0019352469551352502,-0.8855598583228715,0.07469791865479704,0.9989607150738056
rec_1779165198446_b8577307-c65a-40d5-8e27-a62700544045_sample_00031,rec_1779165198446_b8577307-c65a-40d5-8e27-a62700544045,P001,S001,front,good_posture,1779165204472,0.9987543821334839,valid,-0.03583220172467196,-0.8900678771004723,-2.707032544071298,0.9995211958885193,0.04073493904681922,-1.0694647446945718,-2.551895012980783,0.9993719458580017,0.08306774503521232,-1.0668007279647582,-2.553700161682278,0.9993683695793152,0.1232721307065134,-1.0618171727387118,-2.5523380244027973,0.9992852807044983,-0.07788828721011384,-1.0697031898382363,-2.5575892485265586,0.9994312524795532,-0.11503504063245029,-1.0686415658526152,-2.5574684742509715,0.9994484186172485,-0.149814799285384,-1.0656915183973212,-2.5576065758851545,0.9994057416915894,0.18636906049065388,-0.9841489688444965,-1.4598899609257265,0.9991855621337891,-0.19061930638387972,-0.9999538474396902,-1.4885941528351263,0.9994766712188721,0.04781898392237019,-0.7070839876597061,-2.2722187729938446,0.9994884729385376,-0.1041820366449746,-0.7100712760051168,-2.285086276381076,0.9994952082633972,0.4990443497631703,-0.03089881825336609,-0.8803029407167736,0.9960060119628906,-0.4990443497631703,0.03089881825336609,-0.8477161273954051,0.9943228363990784,0.06179763650673218,-0.00212512294661292,-0.9920514081420934,-1.4742420568804264,0,0,-0.8640095340560894,-0.00212512294661292,-0.9920514081420934,-0.610232522824337,-0.8900678771004723,-1.8430230100152087,-0.0018408378878569387,-0.8900678771004723,0.06179763650673218,0.9987543821334839
rec_1779902809013_c23d7841-14ac-4798-bd05-9430418086bd_sample_00038,rec_1779902809013_c23d7841-14ac-4798-bd05-9430418086bd,P001,S001,front,shrimp_slouch,1779902816422,0.999619341813601,valid,-0.027363502463320876,-1.096270686028608,-3.038673631085888,0.9998684525489807,0.035074871486752396,-1.2850234160520206,-2.8614345114785986,0.9997926950454712,0.07685425458117398,-1.2828410836840287,-2.8611524006176783,0.9997981190681458,0.11254182582019116,-1.2812098761506254,-2.860253524105167,0.9997586607933044,-0.10273213998310757,-1.2871794373599519,-2.8917282763099483,0.9998197555541992,-0.15006327403593347,-1.282805077017883,-2.891779569193752,0.9998282194137573,-0.18911920829534554,-1.2758397614255685,-2.8909354259413975,0.9998025298118591,0.16599901911120504,-1.1855923171793157,-1.7854630624056715,0.9997034072875977,-0.2303342132871833,-1.1770814516057428,-1.9447790722614116,0.9998155832290649,0.05793093359545257,-0.9015507014118322,-2.633878949428811,0.9998838901519775,-0.10850399683771215,-0.9071849432123295,-2.678919418353721,0.9998859763145447,0.4999471252026151,-0.007271313611774273,-0.9971424966556827,0.9985333681106567,-0.4999471252026151,0.007271313611774273,-1.5293691093681208,0.9985607862472534,0.014542627223548547,-0.03216759708798912,-1.1813368843925294,-1.8651210673335417,0,0,-1.2632558030119017,-0.03216759708798912,-1.1813368843925294,-0.60186526432164,-1.096270686028608,-1.7754178280739865,3.600666614578252e-05,-1.096270686028608,0.014542627223548547,0.999619341813601
rec_1779882141896_e1b6fb1c-4add-4e79-a150-d3b4cc570274_sample_00070,rec_1779882141896_e1b6fb1c-4add-4e79-a150-d3b4cc570274,P002,S001,front,shrimp_slouch,1779882155739,0.9979227552047143,valid,-0.054740001639239935,-0.3874280735443926,-5.407230840838209,0.9982265830039978,0.014923009366868715,-0.6442626358663066,-5.355945206381367,0.9983246326446533,0.07177716234441306,-0.662075754680733,-5.356759646038346,0.9983279705047607,0.11919773504144972,-0.6834988783119555,-5.36106584532504,0.9981772303581238,-0.1332903831406233,-0.632883714810629,-5.351384261323209,0.9984710216522217,-0.17240931391382666,-0.6428399595628019,-5.354885563546969,0.9983305335044861,-0.2062685120627652,-0.6540429649717352,-5.354605094261122,0.9982343912124634,0.19581314815249487,-0.7265656424759208,-4.296833023191321,0.998597264289856,-0.2444488457325555,-0.6765846465831994,-4.287110364545557,0.9989854693412781,0.04846242689144847,-0.243816182119751,-4.925998238039815,0.9983417391777039,-0.11382525459406519,-0.24067168993419788,-4.926251324229707,0.9983620047569275,0.49918465970764003,-0.028542521131948075,-3.0311736738200086,0.9950299263000488,-0.49918465970764003,0.028542521131948075,-3.0972577971638158,0.9955870509147644,0.05708504226389615,-0.024317848790030308,-0.7015751445295602,-4.2919716938684385,0,0,-3.064215735491912,-0.024317848790030308,-0.7015751445295602,-1.2277559583765263,-0.3874280735443926,-2.343015105346297,0.019235795117931054,-0.3874280735443926,0.05708504226389615,0.9979227552047143
rec_1779752671839_2a7dc9bb-a8a1-465d-8c9e-0ef84312485e_sample_00058,rec_1779752671839_2a7dc9bb-a8a1-465d-8c9e-0ef84312485e,P001,S001,front,shrimp_slouch,1779752683240,0.9967910234744732,valid,-0.049120536622315726,-0.9759143303801708,-2.845537929107166,0.9987683892250061,0.01808695223866285,-1.1676827900824713,-2.6888772395577,0.9983254075050354,0.06539041222999406,-1.1635962411334448,-2.6893173411329565,0.9984118938446045,0.10399461396540943,-1.1591494332678245,-2.689396631247268,0.9979829788208008,-0.10915358243091516,-1.1628341443378738,-2.6915755898938767,0.9985432028770447,-0.14794613272184282,-1.1571859669179516,-2.6920096134812765,0.9986538887023926,-0.17700278248707693,-1.1508576074024355,-2.6917838991140544,0.9984819889068604,0.17115928063921618,-1.0670881541764403,-1.6934897267652655,0.9972668886184692,-0.20182632091428684,-1.0697203373266322,-1.7102879038401655,0.9987785220146179,0.038225259912966485,-0.7949360258245171,-2.457886073787526,0.9984227418899536,-0.11922715662287181,-0.8009587592461052,-2.464721047404503,0.9986274242401123,0.4999606041285937,-0.006276489414603147,-1.1233626551761409,0.985460638999939,-0.4999606041285937,0.006276489414603147,-1.1900725087813564,0.9905593395233154,0.012552978829206293,-0.015333520137535334,-1.0684042457515361,-1.7018888153027154,0,0,-1.1567175819787487,-0.015333520137535334,-1.0684042457515361,-0.5451712333239667,-0.9759143303801708,-1.6888203471284173,0.006410274215493228,-0.9759143303801708,0.012552978829206293,0.9967910234744732
rec_1779752442571_fb87050c-9a01-4458-a161-5175c0bf8152_sample_00061,rec_1779752442571_fb87050c-9a01-4458-a161-5175c0bf8152,P001,S001,front,good_posture,1779752454578,0.9990967878928552,valid,-0.05051130668423822,-1.0970686484106744,-2.8069531704726622,0.9996321201324463,0.017433524183912134,-1.263452451501672,-2.6380648644872644,0.9994147419929504,0.05879504446663777,-1.2576249242558102,-2.6379609338917525,0.9994587302207947,0.09492595825364084,-1.250041289627602,-2.6380542537720157,0.9992948174476624,-0.09659214662599579,-1.2491658035934843,-2.6460253495503117,0.9993922710418701,-0.13072130817090688,-1.2364200559968315,-2.647919226187376,0.9994242191314697,-0.1631643862523719,-1.2219347972647596,-2.6478240018197603,0.9993048906326294,0.1561854943759286,-1.1439679417920885,-1.6345699372970344,0.9992629885673523,-0.1886174516116042,-1.117590859979957,-1.6630380782046001,0.9995039701461792,0.03452092479589272,-0.9143774343045765,-2.4239126075994406,0.9996834397315979,-0.11182668509639201,-0.9002000903669304,-2.436192742047156,0.999646782875061,0.4999720562739752,-0.005286108698561406,-1.0345560956453754,0.9969664812088013,-0.4999720562739752,0.005286108698561406,-1.1583721917942817,0.997272789478302,0.010572217397122812,-0.0162159786178378,-1.1307794008860228,-1.6488040077508173,0,0,-1.0964641437198286,-0.0162159786178378,-1.1307794008860228,-0.5523398640309887,-1.0970686484106744,-1.7104890267528337,0.021204868258978715,-1.0970686484106744,0.010572217397122812,0.9990967878928552
rec_1779752933188_082bc38c-8dd8-4fdc-a2ec-a807b9b97c55_sample_00058,rec_1779752933188_082bc38c-8dd8-4fdc-a2ec-a807b9b97c55,P001,S001,front,forward_lean,1779752944593,0.9946381954046396,valid,0.02858998480478675,-0.8826230482195713,-2.989164282645473,0.9977241158485413,0.08747106221905568,-1.0847800293859295,-2.8419660396825455,0.9971473813056946,0.12908559871081632,-1.0814802016750742,-2.8429034292042257,0.997229278087616,0.1677542516519573,-1.0781879646632893,-2.842780395593235,0.9965663552284241,-0.03894933572891573,-1.0884137489542647,-2.862891050302931,0.9973863959312439,-0.08560182166622175,-1.0867737128977901,-2.8639526602550007,0.9975022673606873,-0.12932489117206403,-1.081784719752438,-2.864152441520436,0.99721759557724,0.2153545117806817,-1.0045123675068266,-1.8150068623814468,0.9959364533424377,-0.18604887487852426,-0.9979297726139712,-1.9267431395167007,0.9979588985443115,0.10915079107535,-0.697021505352712,-2.5797729091222066,0.9974452257156372,-0.054851627752704905,-0.6909735231481287,-2.6137216802166336,0.997693657875061,0.4999989027080374,0.0010475164717111437,-1.1954311579843744,0.9782782196998596,-0.4999989027080374,-0.0010475164717111437,-1.3477268891660115,0.9822106957435608,-0.0020950329434222875,0.014652818451078728,-1.001221070060399,-1.8708750009490738,0,0,-1.271579023575193,0.014652818451078728,-1.001221070060399,-0.5992959773738809,-0.8826230482195713,-1.71758525907028,-0.00529351122271593,-0.8826230482195713,0.0020950329434222875,0.9946381954046396
rec_1779903728677_c1252a27-71a1-4a51-ac8d-b56f2baf1887_sample_00042,rec_1779903728677_c1252a27-71a1-4a51-ac8d-b56f2baf1887,P001,S001,front,good_posture,1779903736891,0.9995877513518701,valid,-0.012369674644240825,-1.1140535361318482,-2.946576754900489,0.9998769760131836,0.04329000984391689,-1.3014078371984819,-2.752365960653386,0.9997929334640503,0.08535814069209624,-1.2953118088812432,-2.752326993436958,0.9998047351837158,0.12361971822388833,-1.2913872211476534,-2.751180028159624,0.9997413158416748,-0.08349488850038844,-1.303011949849159,-2.7607085698262606,0.9998304843902588,-0.12824186444225122,-1.2954457775671788,-2.7612670999283915,0.9998558759689331,-0.16775771813227597,-1.2845397145926778,-2.7612701206428434,0.9998249411582947,0.18332987872041306,-1.1911042212155019,-1.6233431230201107,0.999705970287323,-0.21664496081958437,-1.1605949297348492,-1.6516448008615547,0.9998534917831421,0.07660697988962054,-0.8985768366264826,-2.5241594418232682,0.999901533126831,-0.08637906665893035,-0.8993752114560831,-2.5357414651742123,0.999901533126831,0.4998696399061669,-0.011416790270432653,-0.9832956431048635,0.9984538555145264,-0.4998696399061669,0.011416790270432653,-1.1022371808573088,0.9980971217155457,0.022833580540865307,-0.016657541049585653,-1.1758495754751754,-1.6374939619408329,0,0,-1.0427664119810862,-0.016657541049585653,-1.1758495754751754,-0.5947275499597466,-1.1140535361318482,-1.9038103429194029,-0.00013396868593562594,-1.1140535361318482,0.022833580540865307,0.9995877513518701
